"type","address(street_number,street_name,location,city,state,country,zipcode,latitude,longitude)","bedrooms","baths","guests","onsite_services","amenities","suitability","house_rules","rate(daily,weekly,monthly)","@special_rate(from,to,daily,weekly,monthly)","@booked(from,to)","title","description","images","rating","reviews"
"home","St.Antony's Shrine,Federal Bank ATM Building,Kunnumpuram,Cochin,Kerala,India,682 001,9.9312,76.2673","5","3","10","cook,laundry,cleaning","television,cable or satellite tv,internet,wifi,air conditioning,hot water,swimming pool,kitchen,parking,washer dryer",,"Hotel accommodation in Fort kochi, Homestay in Cochin. Cheaper than a Hotel in Kochi, better than a Hostel in Fortkochi. Sajhome is centrally located in the heart of Fort kochi","1900,,","2011-11-25,2011-12-24,2200,,","2012-1-20,2012-1-30","Saj Homestay","Hotel accommodation in Fort kochi, Homestay in Cochin. Cheaper than a Hotel in Kochi, better than a Hostel in Fortkochi. Sajhome is centrally located in the heart of Fort kochi","Saj1.jpg,Saj2.jpg,Saj3.jpg,Saj4.jpg,Saj.jpg","1","8"
"home",",Potta Ashram Rd, Chalakudy,Cochin,Kerala,India,680722,10.3080,76.3337 ","8","8","15","cook,laundry,cleaning","hot water,kitchen,parking",,"sanitation and transport facilities. He has confidence in meeting such requirements.","8500,,","2011-11-26,2011-12-25,9000,,","2012-1-25,2012-2-4","Ecogreen Cocoa County","Make our home yours for the duration of your stay. Our aim is to make your stay with us as enjoyable as possible. We look forward to meeting many new friends.","Ecogreen1.jpg,Ecogreen2.jpg,Ecogreen3.jpg,Ecogreen4.jpg,Ecogreen.jpg","2","24"
"home","Near Police Quarters,Njaliparambu Junction,Njaliparambu Junction,Cochin,Kerala,India,680 722,9.9312,76.2673","4","4","10","cook,laundry,cleaning","television,cable or satellite tv,internet,wifi,air conditioning,hot water,swimming pool,kitchen,parking,washer dryer",,"All modern amenities are at hand. Every effort has been taken to make guests feel that they are still at home all the while they stay at Daffodil Homestay.","8000,,","2011-11-27,2011-12-26,8500,,",,"Daffodil Homestay","The friendly folks at Daffodil see themselves as privileged ambassadors of this land renowned as “God’s Own Country”. They go out of their way to make sure that every guest returns home with pleasant memories to cherish and to beckon them back here again.","Daffodil1.jpg,Daffodil2.jpg,Daffodil3.jpg,Daffodil4.jpg,Daffodil.jpg","3","16"
"home","Edakkattu House, Kumbalangi P.O.,Kumblangi,Cochin,Kerala,India,680722,9.9312,76.2673","8","4","15","cook,laundry,cleaning","television,cable or satellite tv,internet,wifi,air conditioning,hot water,swimming pool,kitchen,parking,washer dryer,gym",,"A ring of Chinese fishing nets literally encircle the island –village bearing witness to the rich aquatic life. An array of mangroves separate land from water providing a breeding ground for prawns, crabs, oysters and other varieties of fishes","9000,,","2011-11-28,2011-12-27,9500,,",,"Kumbalangi","West Wind is a cool and peaceful heaven providing a wide angle view of country boats wafting all across the backwater. The sunset at the fag end of the day can be better viewed lying in the hammocks placed in our courtyard.","Kumbalangi1.jpg,Kumbalangi2.jpg,Kumbalangi3.jpg,Kumbalangi4.jpg,Kumbalangi.jpg","4","32"
"home",",Golf Club Road, Finger Post,Ootacamund,Tamil Nadu,India,680722,11.4157,76.6824","6","4","10","cook,laundry,cleaning","television,cable or satellite tv,internet,wifi,air conditioning,kitchen,parking",,"the Ootacamund Gymkhana Club situated within 200 metres offers splendid Golfing.","3900,,","2011-11-29,2011-12-28,4100,,","2012-1-25,2012-2-4","GLYNGARTH VILLA","The facilities include log fire, same day laundry service, mini library, doctor on call and cards room. Forex services are available in Ooty town.","VILLA1.jpg,VILLA2.jpg,VILLA3.jpg,VILLA4.jpg,VILLA.jpg","5","16"
"home","Opp Post Office,Old Market Road,Kalpetta,Wayanad,Kerala,India,673121,11.6103,76.0828","6","8","10","cook,laundry,cleaning","television,cable or satellite tv,air conditioning,hot water,kitchen,parking,washer dryer",,"We have the best tourist cottages in it's kind in Wayanad. So if you are looking for a budget stay in wayanad, you are welcome to Greenmount cottages","1500,,","2011-11-30,2011-12-29,1700,,",,"Green mount cottages","Green mount cottages is an exclusive home for the tourists to Wayanad, which offers superlative facilities to the tourists. Green mount cottages is located in the heart of Kalpetta.","mount1.jpg,mount2.jpg,mount3.jpg,mount4.jpg,mount.jpg","1","28"
"home","Cheeral Greenhomestay,Vendole Road, Sultan Bathery,Wayanad,Kerala,India,673595,11.6641,76.2653",2,2,4,"cook,laundry,cleaning","television,cable or satellite tv,internet,wifi,air conditioning,hot water,kitchen,parking,washer dryer",,"we have built our home with natural materials in the midst of enchanting woods. Started recently, Cheeral homestay has become a favorite place for family tourists visiting Wayanad","1500,,","2011-12-1,2011-12-30,1600,,","2012-1-20,2012-1-30","Cheeral homestay","Cheeral homestay is a unique family getaway located in the midst of enchanting greenery offering eco-friendly ambiance that fits your budget. We believe in ecologically sustaining tourism where you are allowed to experience nature firsthand to understand and appreciate environment","Cheeral1.jpg,Cheeral2.jpg,Cheeral3.jpg,Cheeral4.jpg,Cheeral5.jpg","2","28"
"home","38P, Morais Colony Per-Seraulim, Colva,Goa,Goa,India,403708,15.2760,73.9173","10","10","20","cook,cleaning","television,cable or satellite tv,internet,air conditioning,hot water,swimming pool,kitchen,parking,washer dryer",,"This Old-Goa Portuguese style cottage extends a warm and intimate welcome to anyone who wants to enjoy the best of what Goa has to offer.","8000,,","2011-12-2,2012-1-1,8500,,",,"Stain Glass Cottage","Nestled amidst a lush green sanctuary of swaying coconut trees and bountiful tropical fruit trees, Stain Glass Cottage is a more a colonial home than a hotel","Glass1.jpg,Glass2.jpg,Glass3.jpg,Glass4.jpg,Glass.jpg","3","25"
"home","1384,Sinai Bagh Carmel Chapel and High School,Curtorim,Goa,Goa,India,403720,15.2890,74.0212","8","6","12","cook,laundry,cleaning","television,cable or satellite tv,internet,air conditioning,hot water,swimming pool,kitchen,parking,washer dryer",,"The house, has been restored and renovated, true to its heritage and without compromising the modern day requirement for convenience and comfort.","9500,,","2011-12-3,2012-1-2,10000,,","2011-12-20,2012-1-10","Arco Iris","The front edge of the property overlooks a seasonal lake which supplements the water requirements of the surrounding paddy fields","Arco1.jpg,Arco2.jpg,Arco3.jpg,Arco4.jpg,Arco.jpg","4","31"
"home","GS 17 & 18,Yashodhan Building Near Maruti Temple,Warkhandem Ponda,Goa,Goa,India,403720,15.4254,73.9830","5","4","10","cook,laundry,cleaning","television,cable or satellite tv,air conditioning,hot water,kitchen,parking",,"An array of mangroves separate land from water providing a breeding ground for prawns","7500,,","2011-12-4,2012-1-3,7700,,","2012-1-20,2012-1-30","Mystic Woods","They go out of their way to make sure that every guest returns home with pleasant memories to cherish","Mystic1.jpg,Mystic2.jpg,Mystic3.jpg,Mystic4.jpg,Mystic.jpg","5","11"
"home","650, D'Mello Vaddo Next to Oxford Arcade, Anjuna,Goa,Goa,India,403509,15.5809,73.7448","6","4","10","cook,laundry,cleaning","television,cable or satellite tv,internet,wifi,air conditioning,hot water,kitchen,parking,washer dryer,gym",,"We offer affordable and spacious accommodation in Flat located in North Goa, in the village of Aldona","13500,,","2011-12-3,2012-1-2,15000,,",,"Anjuna Palms Guest House","Welcome to Calangute Apartment a tourist development in Calangute. On site swimming pool","Anjuna1.jpg,Anjuna2.jpg,Anjuna3.jpg,Anjuna4.jpg,Anjuna.jpg","1","43"
"home","Villa Retreat,Coaker's Walk,Kodaikanal,Kodaikanal,Tamilnadu,India,624101,10.2381,77.4892","5","3","8","cook,laundry,cleaning","television,wifi,air conditioning,hot water,kitchen,parking,washer dryer,gym",,"Providing all the essential comforts, Villa Retreat is a hotel which functions like a home stay and run by a family since 1989, who till date strives to maintain the Old world charm with a friendly service.","8000,,","2011-12-4,2012-1-3,8200,,","2012-1-25,2012-2-4","Hotel Villa","The architecture of Villa Retreat in Kodaikanal bears a strong semblance with the Victorian style chalets and villas, a perfect alternative to the contemporary hotels in Kodaikanal.","Villa1.jpg,Villa2.jpg,Villa3.jpg,Villa4.jpg,Villa.jpg","2","2"
"home","6/5689,2nd Main,Trivandrum,Trivandrum,Kerala,India,695010,8.4875,76.9486","6","4","10","cook,laundry,cleaning","television,cable or satellite tv,internet,air conditioning,hot water,parking,washer dryer,gym",,"Accompanied by percussionists and background singers, the performers convey the story through elaborate facial movements and hand gestures. The lead singer provides the dialogues.","10000,,","2011-12-5,2012-1-4,11000,,","2012-1-20,2012-1-30","SilverInn Homestay","Beautifully furnished, the SilverInn bed & breakfast is located in one of the loveliest neighborhoods in Trivandrum","SilverInn1.jpg,SilverInn2.jpg,SilverInn3.jpg,SilverInn4.jpg,SilverInn.jpg","3","41"
"home","Damor House,Sasthamangalam,Sasthamangalam,Trivandrum,Kerala,India,695010,8.5142,76.9715","7","5","12","cook,laundry,cleaning","television,cable or satellite tv,internet,wifi,air conditioning,hot water,parking,washer dryer,gym",,"The Palace, the observatory, tennis and golf courses, the museum and zoo, countless restaurants, eateries, markets and famous shops with the best Trivandrum has to offer","6300,,","2011-12-6,2012-1-5,7000,,",,"Damor Homestay","we will provide the level of accommodation and service you demand and remove the hassle of the details leaving you free to enjoy your stay without worry","Damor1.jpg,Damor2.jpg,Damor3.jpg,Damor4.jpg,Damor.jpg","4","34"
"home",",Sreekaryam PO,Sreekaryam,Trivandrum,Kerala,India,695017,8.5499,76.9168 ","8","5","15","cook,laundry,cleaning","television,cable or satellite tv,internet,wifi,air conditioning,hot water,parking,washer dryer,gym",,"ust a stones throw away from major landmarks in the State Capital city of Thiruvananthapuram like Techno Park, Medical College, Hospitals, etc.","12000,,","2011-12-7,2012-1-6,14000,,",,"DIAMOND HOUSE","Export quality black galaxy granite flooring. Export quality Teak Wood with spray polish. Spacious Parking area","DIAMOND1.jpg,DIAMOND2.jpg,DIAMOND3.jpg,DIAMOND4.jpg,DIAMOND.jpg","5","0"
"home","27-1453, Rishimangalam,Rishimangalam,Trivandrum,Kerala,India,695035,8.5142,76.9715","10","8","20","cook,laundry,cleaning","television,cable or satellite tv,internet,wifi,air conditioning,hot water,parking,washer dryer,gym",,"We are passionate about providing a unique experience. Service is relaxed, warm, gracious and genuine. It is custom built to delight the senses, to pamper, to relax, to revive.","15000,,","2011-12-8,2012-1-7,17000,,","2012-1-25,2012-2-4","Sreechakra homestay","Sreechakra homestay is a premium accommodation alternative that represents Indian Hospitality at its best. A visit to India as a destination would remain incomplete, without experiencing the warmth of a family in a typical home","Sreechakra1.jpg,Sreechakra2.jpg,Sreechakra3.jpg,Sreechakra4.jpg,Sreechakra.jpg","1","26"
"home","O-22 3rd Floor,Lajpat Nagar,Lajpat Nagar,New Delhi,New Delhi,India,110024,28.5646,77.2445","10","8","18","cook,laundry,cleaning","television,cable or satellite tv,internet,wifi,air conditioning,hot water,kitchen,parking,washer dryer,gym",,"We will be very happy to help you in assisting you regarding your onward reservations and recommendations about places of your interest in and around Delhi","18000,,","2011-12-9,2012-1-8,20000,,",,"Holiday Home Stay","We invite domestic & international travellers to experience our serviced apartment and make your stay at Delhi a memorable one","holiday1.jpg,holiday2.jpg,holiday3.jpg,holiday4.jpg,holiday.jpg","2","19"
"home","31, Ring Road,Lajpat Nagar,New Delhi,New Delhi,India,110024,28.5646,77.2445","6","4","12","cook,laundry,cleaning","television,cable or satellite tv,internet,air conditioning,hot water,kitchen,parking",,"Tourism is a Passion for the entire family & hence they are eager to offer to the Guests grand Indian hospitality to carry back memories of  Atithi Devo Bhava"" after experiencing to stay in their luxurious family bungalow""","5600,,","2011-12-10,2012-1-9,7200,,","2011-12-20,2012-1-10","Sabharwal Home","All family members are educated, have travelled globally and are well versed with the international tourists expectations. Their residential bungalow/villa located on 31 Ring Road, Lajpat Nagar","Sabharwal1.jpg,Sabharwal2.jpg,Sabharwal3.jpg,Sabharwal4.jpg,Sabharwal.jpg","3","47"
"home","2/15B,Hospital Road,Jungpura-A,New Delhi,New Delhi,India,110014,28.5815,77.2448 ","8","4","15","laundry,cleaning","television,cable or satellite tv,air conditioning,hot water,washer dryer,gym",,"Togetherness wherever possible we share and care about experiences with our guests to give them a life time experience of INDIAN FAMILY life","12000,,","2011-12-15,2012-1-14,14000,,",,"Goswami Home Stay","Be a part of family of three generations living together in this 3000 sqft apartment. Experience Home Stay with a difference in a Bed & Breakfast and be a part of family’s traditional life style of New Delhi yet with comforts of all modern gadgetries.","Goswami1.jpg,Goswami2.jpg,Goswami3.jpg,Goswami4.jpg,Goswami.jpg","4","25"
"home","A-111,Ganesh Nagar,Tilak Nagar,New Delhi,New Delhi,India,110018,28.6373,77.0939 ","6","3","12","cook,laundry,cleaning","television,wifi,air conditioning,hot water,parking,gym",,"ou are most welcome to experience the culture, taste and hospitality of the real India with the real  Indian family.  You will really feel the true Indian philosophy of “ATHITHI DEVO BHAVA” means “GUEST IS GOD”.  Believe us you will come as a guest and will go back as a friend.","9700,,","2011-12-16,2012-1-15,10000,,","2012-1-25,2012-2-4","Global Home Stay","Global Home Stay is registered Home Stay accommodation with the Department of Tourism Government of India, under its Incredible India, Bed & Breakfast Scheme. Global Home Stay is reputed B&B Home Stay facility which is centrally located near the Indira Gandhi International Airport New Delhi","Global1.jpg,Global2.jpg,Global3.jpg,Global4.jpg,Global.jpg","5","23"
"home","E 14,,Alaknanda,New Delhi,New Delhi,India,110019,28.5441,77.2547","5","3","8","cook,laundry,cleaning","television,wifi,air conditioning,hot water,kitchen,parking,washer dryer,gym",,"Be it the way that your room is kept equipped with all modern-day comforts! Or be it the way it is kept tidy and ready when you get in after a long journey or jusy plain tired from a taxing day outside","8300,,","2011-12-17,2012-1-16,9000,,","2012-1-20,2012-1-30","AURA RESIDENCY","Whether you are in Delhi on business for a few days or for an extended visit! Whether you are on a holiday with family and friends! You are sure to find Aura Residency serving you with just the comfort that you so richly deserve even when away from home","AURA1.jpg,AURA2.jpg,AURA3.jpg,AURA4.jpg,AURA.jpg","1","12"
"home","A-118V,Near Sumitra Hospital,Sector-35,Noida,Uttar Pradesh,India,201301,28.6092,77.3443 ","8","4","12","cook,laundry,cleaning","television,wifi,air conditioning,hot water,kitchen,parking,washer dryer,gym",,"you can reachup to various cultural centers, where high quality cultural programmes (Indian dance and music, plays, recitals etc) are performed. Several historical monuments and interesting sites are located around the area.","3500,,","2011-12-18,2012-1-17,5000,,","2011-12-20,2012-1-10","Ananda Homestay","Ananda Home Stay provides quality lodging at best price to our valuable guests, 100% freshed cooked breakfast is served with smile in the breakfast area. Unlimited tea, coffee are served complimentary.","Ananda1.jpg,Ananda2.jpg,Ananda3.jpg,Ananda4.jpg,Ananda.jpg","2","25"
"home","H-101,,Sector-12,Noida,Uttar Pradesh,India,201301,28.6092,77.3443","4","2","6","cook,cleaning","television,cable or satellite tv,wifi,air conditioning,hot water,kitchen,washer dryer,gym",,"Designed for the modern-day traveler, the deluxe room Royal Palace erases all your weariness away with its distinct comforts and luxuries. Plus, it has all the amenities and facilities that make your trip stress-free and successful","4000,,","2011-12-19,2012-1-18,4500,,",,"ROYAL PALACE","Whether you’re looking for lavish stay on your business tour or a luxurious abode on your leisure trip, Royal Palace offers a world of comfort and luxury taking care of your every need, wants and obsessions to make your stay wonderful and worth a memory","ROYAL1.jpg,ROYAL2.jpg,ROYAL3.jpg,ROYAL4.jpg,ROYAL.jpg","3","42"
